Time (s),Throttle,Steering
0.8225431442260742,0.0,0.0
0.9117684364318848,0.0,0.0
1.0474474430084229,0.0,0.0
1.1415719985961914,0.0,0.0
1.2298569679260254,0.0,0.0
1.307776927947998,0.0,0.0
1.3912382125854492,0.0,0.0
1.4781575202941895,0.0,0.0
1.5692074298858643,0.0,0.0
1.6628632545471191,0.0,0.0
1.7485551834106445,0.0,0.0
1.8341972827911377,0.0,0.0
1.91847562789917,0.0,0.0
2.0086801052093506,0.0,0.0
2.0912630558013916,0.0,0.0
2.1663341522216797,0.0,0.0
2.234337091445923,0.0,0.0
2.3052947521209717,0.0,0.0
2.376204013824463,0.0,0.0
2.457554578781128,0.0,0.0
2.523117780685425,0.0,0.0
2.5994036197662354,0.0,0.0
2.6821506023406982,0.0,0.0
2.769778251647949,0.0,0.0
2.8442747592926025,0.0,0.0
2.922482490539551,0.0,0.0
2.9975473880767822,0.0,0.0
3.071380853652954,0.0,0.0
3.144505739212036,0.0,0.0
3.2379543781280518,0.0,0.0
3.3224856853485107,0.0,0.0
3.4075064659118652,0.0,0.0
3.496276378631592,0.0,0.0
3.5747485160827637,0.0,0.0
3.6413798332214355,0.0,0.0
3.712297201156616,0.0,0.0
3.7920007705688477,0.0,0.0
3.87423038482666,0.0,0.0
3.9430651664733887,0.0,0.0
4.014271974563599,0.0,0.0
4.091545581817627,0.0,0.0
4.163862228393555,0.0,0.0
4.236319541931152,0.0,0.0
4.304170608520508,0.0,0.0
4.373271942138672,0.0,0.0
4.439874172210693,0.0,0.0
4.516356706619263,0.0,0.0
4.600964307785034,0.0,0.0
4.673498153686523,0.0,0.0
4.755542278289795,0.0,0.0
4.833423852920532,0.0,0.0
4.903907775878906,0.0,0.0
4.9707605838775635,0.0,0.0
5.037629127502441,0.0,0.0
5.111160516738892,0.0,0.0
5.190243482589722,0.0,0.0
5.2707319259643555,0.0,0.0
5.347548484802246,0.0,0.0
5.416588544845581,0.0,0.0
5.492272853851318,0.0,0.0
5.562766075134277,0.0,0.0
5.639259576797485,0.0,0.0
5.718894004821777,0.0,0.0
5.801264524459839,0.0,0.0
5.881847620010376,0.0,0.0
5.956930637359619,0.0,0.0
6.033126354217529,0.0,0.0
6.1038219928741455,0.0,0.0
6.167967319488525,0.0,0.0
6.2355451583862305,0.0,0.0
6.31240177154541,0.0,0.0
6.393362045288086,0.0,0.0
6.466730833053589,0.0,0.0
6.535092353820801,0.0,0.0
6.608641862869263,0.0,0.0
6.678169012069702,0.0,0.0
6.746471166610718,0.0,0.0
6.815627574920654,0.0,0.0
6.894999265670776,0.0,0.0
6.963686466217041,0.0,0.0
7.038929224014282,0.0,0.0
7.118329048156738,0.0,0.0
7.198928594589233,0.0,0.0
7.2741172313690186,0.0,0.0
7.345691442489624,0.0,0.0
7.424005746841431,0.0,0.0
7.502630949020386,0.0,0.0
7.573376417160034,0.0,0.0
7.656151533126831,0.0,0.0
7.724493503570557,0.0,0.0
7.802520275115967,0.0,0.0
7.880991697311401,0.0,0.0
7.96673059463501,0.0,0.0
8.03409457206726,0.0,0.0
8.108642816543579,0.0,0.0
8.179020404815674,0.0,0.0
8.257596969604492,0.0,0.0
8.337284326553345,0.0,0.0
8.414337635040283,0.0,0.0
8.49891185760498,0.0,0.0
8.56632661819458,0.0,0.0
8.63886284828186,0.0,0.0
8.712457180023193,0.0,0.0
8.792089939117432,0.0,0.0
8.869017601013184,0.0,0.0
8.94969367980957,0.0,0.0
9.019981861114502,0.0,0.0
9.09226679801941,0.0,0.0
9.166811227798462,0.0,0.0
9.251890659332275,0.0,0.0
9.327854633331299,0.0,0.0
9.402613639831543,0.0,0.0
9.473779439926147,0.0,0.0
9.550832509994507,0.0,0.0
9.639262676239014,0.0,0.0
9.71138882637024,0.0,0.0
9.778884410858154,0.0,0.0
9.847859859466553,0.0,0.0
9.929983139038086,0.0,0.0
10.00929045677185,0.0,0.0
10.086339235305786,0.0,0.0
10.171608686447144,0.0,0.0
10.26159405708313,0.0,0.0
10.359480619430542,0.0,0.0
10.453238010406494,0.0,0.0
10.548105716705322,0.0,0.0
10.654570579528809,0.0,0.0
10.76805830001831,0.0,0.0
10.875487565994263,0.0,0.0
10.970985651016235,0.0,0.0
11.064433813095093,0.0,0.0
11.157356262207031,0.0,0.0
11.22980809211731,0.0,0.0
11.317547082901001,0.0,0.0
11.401866912841797,0.0,0.0
11.486345767974854,0.0,0.0
11.584656715393066,0.07,-0.1275
11.679945945739746,0.07,-0.125
11.783122539520264,0.0,0.0
11.87664246559143,0.07,-0.11499999999999999
11.968912839889526,0.07,-0.1025
12.067161798477173,0.07,-0.09625
12.164652109146118,0.07,-0.095
12.268622398376465,0.07,-0.08875
12.350796461105347,0.07,-0.0825
12.435240268707275,0.07,-0.08125
12.521654844284058,0.07,-0.0825
12.60815143585205,0.07,-0.08375
12.702890396118164,0.07,-0.085
12.795859575271606,0.07,-0.08750000000000001
12.887140989303589,0.07,-0.08625000000000001
12.976964950561523,0.07,-0.0825
13.063687562942505,0.07,-0.07750000000000001
13.15579080581665,0.07,-0.065
13.25406002998352,0.07,-0.0475
13.352104902267456,0.07,-0.022500000000000003
13.434587001800537,0.07,0.0075
13.526703596115112,0.07,0.022500000000000003
13.619308471679688,0.07,0.05125
13.704986572265625,0.07,0.07625
13.791321039199829,0.06899200630187989,0.09250000000000001
13.88117241859436,0.06792800331115723,0.11375
13.968393802642822,0.07,0.12875
14.063665866851807,0.07,0.15000000000000002
14.159761667251587,0.07,0.165
14.271483898162842,0.07,0.17875000000000002
14.357494115829468,0.07,0.1875
14.458749771118164,0.07,0.19125000000000003
14.543210744857788,0.07,0.195
14.628428220748901,0.07,0.195
14.715086460113525,0.07,0.1925
14.80093002319336,0.07,0.19
14.883484363555908,0.07,0.18625000000000003
14.967559814453125,0.0,0.0
15.051514863967896,0.07,0.17875000000000002
15.136587619781494,0.07,0.17625000000000002
15.217162132263184,0.07,0.17375000000000002
15.31100606918335,0.07,0.16875
15.398411750793457,0.07,0.16125
15.480684280395508,0.07,0.14875000000000002
15.57503056526184,0.07,0.14125000000000001
15.659859895706177,0.0,0.0
15.74945068359375,0.06675200176239014,0.10625000000000001
15.832873582839966,0.06983200550079346,0.09250000000000001
15.913610935211182,0.07,0.06875
16.00562882423401,0.07,0.05375
16.098960161209106,0.07,0.028749999999999998
16.18085026741028,0.07,0.00625
16.27739381790161,0.07,-0.010000000000000002
16.361002445220947,0.07,-0.0325
16.447871685028076,0.07,-0.05500000000000001
16.534502506256104,0.07,-0.0725
16.619261026382446,0.07,-0.09375
16.70125651359558,0.07,-0.10625000000000001
16.780418157577515,0.07,-0.1275
16.86585545539856,0.0,0.0
16.948620080947876,0.0,0.0
17.027036666870117,0.0,0.0
17.11673617362976,0.0,0.0
17.199124813079834,0.0,0.0
17.28680443763733,0.0,0.0
17.373738288879395,0.0,0.0
17.456393003463745,0.0,0.0
17.538700103759766,0.0,0.0
17.621488332748413,0.0,0.0
17.701746225357056,0.0,0.0
17.779603004455566,0.0,0.0
17.8629789352417,0.0,0.0
17.945316076278687,0.0,0.0
18.03709840774536,0.0,0.0
18.119039297103882,0.0,0.0
18.210962533950806,0.0,0.0
18.308998584747314,0.0,0.0
18.387099742889404,0.0,0.0
18.474668979644775,0.0,0.0
18.55526041984558,0.0,0.0
18.641072511672974,0.0,0.0
18.725993871688843,0.0,0.0
18.816149473190308,0.0,0.0
18.902090787887573,0.07,-0.09125
18.99001121520996,0.07,-0.06999999999999999
19.07098126411438,0.07,-0.05625
19.156660079956055,0.07,-0.03625
19.247657537460327,0.07,-0.026250000000000002
19.332412719726562,0.07,-0.011250000000000001
19.412578105926514,0.07,0.00375
19.502489805221558,0.07,0.013750000000000002
19.590068817138672,0.07,0.027500000000000004
19.67812180519104,0.07,0.04000000000000001
19.76217246055603,0.07,0.05375
19.846208095550537,0.07,0.07125000000000001
19.93056344985962,0.07,0.0825
20.020753622055054,0.07,0.0975
20.10639500617981,0.06804000186920167,0.10500000000000001
20.19032049179077,0.06860000133514405,0.12125
20.281874179840088,0.0,0.0
20.372535943984985,0.07,0.14375000000000002
20.45487642288208,0.07,0.15375000000000003
20.544968128204346,0.07,0.16125
20.62967276573181,0.07,0.17625000000000002
20.710819005966187,0.07,0.19
20.797890186309814,0.07,0.2
20.885695219039917,0.07,0.2175
20.96729612350464,0.0,0.0
21.058159589767456,0.06574400138854981,0.2425
21.14330792427063,0.06468000507354738,0.2525
21.24167561531067,0.06501600074768067,0.26375000000000004
21.330811023712158,0.07,0.2725
21.414658546447754,0.0,0.0
21.49186134338379,0.0,0.0
21.575342893600464,0.0,0.0
21.653053760528564,0.0,0.0
21.734275817871094,0.0,0.0
21.834766626358032,0.0,0.0
21.925185918807983,0.0,0.0
22.012192964553833,0.0,0.0
22.09680724143982,0.0,0.0
22.1768479347229,0.0,0.0
22.26677107810974,0.0,0.0
22.360520362854004,0.0,0.0
22.460290670394897,0.07,0.29
22.548758506774902,0.07,0.26375000000000004
22.631919145584106,0.06686400699615479,0.22375
22.721588611602783,0.07,0.17875000000000002
22.80277371406555,0.07,0.15000000000000002
22.88968253135681,0.06675200176239014,0.1075
22.982171773910522,0.07,0.08000000000000002
23.070258378982544,0.07,0.0425
23.15481185913086,0.07,0.011250000000000001
23.242658138275146,0.07,-0.00375
23.32730221748352,0.07,-0.02125
23.408219575881958,0.07,-0.0325
23.507259368896484,0.07,-0.04875
23.59303116798401,0.07,-0.065
23.674581289291382,0.07,-0.07375000000000001
23.754870414733887,0.07,-0.08375
23.847845554351807,0.07,-0.08875
23.935794353485107,0.07,-0.09625
24.020031213760376,0.07,-0.09625
24.105062007904053,0.07,-0.09625
24.184629917144775,0.07,-0.09125
24.27359962463379,0.07,-0.08875
24.362962007522583,0.07,-0.09250000000000001
24.455162286758423,0.07,-0.09375
24.536256313323975,0.07,-0.09375
24.61732578277588,0.07,-0.09375
24.693394660949707,0.07,-0.09125
24.772756338119507,0.07,-0.09125
24.851959943771362,0.07,-0.09000000000000001
24.930692195892334,0.07,-0.08625000000000001
25.024922609329224,0.07,-0.07875
25.109862327575684,0.07,-0.0725
25.198022842407227,0.07,-0.06625
25.280925273895264,0.07,-0.06375
25.3675537109375,0.07,-0.0675
25.44989776611328,0.07,-0.07500000000000001
25.531310319900513,0.07,-0.07750000000000001
25.61198377609253,0.07,-0.085
25.697635173797607,0.07,-0.08750000000000001
25.773529767990112,0.07,-0.08875
25.854292154312134,0.07,-0.09125
25.936736822128296,0.07,-0.085
26.01778554916382,0.07,-0.0825
26.101338148117065,0.07,-0.08000000000000002
26.1885883808136,0.07,-0.08000000000000002
26.27785587310791,0.07,-0.08000000000000002
26.380777835845947,0.07,-0.0825
26.469982385635376,0.07,-0.08375
26.561275243759155,0.07,-0.08000000000000002
26.652286767959595,0.07,-0.0825
26.743178606033325,0.07,-0.0825
26.823017835617065,0.07,-0.08125
26.900132417678833,0.07,-0.08000000000000002
26.988855123519897,0.07,-0.08000000000000002
27.07017230987549,0.07,-0.07750000000000001
27.155165910720825,0.07,-0.08750000000000001
27.254647254943848,0.07,-0.09250000000000001
27.3367657661438,0.07,-0.09125
27.42690873146057,0.07,-0.07750000000000001
27.517862558364868,0.07,-0.065
27.60776948928833,0.07,-0.05
27.692286729812622,0.07,-0.04125
27.781326293945312,0.07,-0.03875000000000001
27.87384819984436,0.07,-0.034999999999999996
27.955644845962524,0.07,-0.0325
28.04288077354431,0.07,-0.03125
28.129004955291748,0.07,-0.0325
28.215346813201904,0.07,-0.034999999999999996
28.312082529067993,0.07,-0.03875000000000001
28.396669387817383,0.07,-0.04125
28.48673987388611,0.07,-0.04125
28.57672953605652,0.07,-0.04125
28.660772562026978,0.07,-0.043750000000000004
28.74675679206848,0.07,-0.043750000000000004
28.829800128936768,0.07,-0.046250000000000006
28.926520586013794,0.07,-0.046250000000000006
29.007364511489868,0.07,-0.045000000000000005
29.095386743545532,0.07,-0.046250000000000006
29.179879426956177,0.07,-0.045000000000000005
29.270343542099,0.07,-0.0425
29.365575551986694,0.07,-0.03875000000000001
29.455395221710205,0.07,-0.03625
29.542412281036377,0.07,-0.028749999999999998
29.631595849990845,0.07,-0.022500000000000003
29.714475870132446,0.07,-0.01625
29.801177263259888,0.07,-0.005000000000000001
29.88896369934082,0.07,0.008749999999999999
29.96965527534485,0.07,0.018750000000000003
30.05279850959778,0.07,0.034999999999999996
30.137974500656128,0.07,0.046250000000000006
30.221657037734985,0.07,0.06375
30.307262420654297,0.07,0.07625
30.39153790473938,0.06708800411224367,0.095
30.4730703830719,0.06664000320434571,0.10500000000000001
30.557841062545776,0.0,0.0
30.64664340019226,0.06955200576782226,0.12125
30.730416774749756,0.06966400432586671,0.12
30.81490135192871,0.0,0.0
30.89825749397278,0.06882400512695314,0.10500000000000001
30.979201793670654,0.06910400485992432,0.0975
31.059823274612427,0.07,0.085
31.14509868621826,0.07,0.07375000000000001
31.239500522613525,0.07,0.057499999999999996
31.328960418701172,0.07,0.04125
31.41661500930786,0.07,0.028749999999999998
31.50401544570923,0.07,0.015
31.592522621154785,0.07,-0.0012500000000000002
31.682202339172363,0.07,-0.013750000000000002
31.769301652908325,0.07,-0.0325
31.85551953315735,0.07,-0.046250000000000006
31.94089651107788,0.07,-0.06625
32.026771545410156,0.07,-0.08375
32.11400580406189,0.07,-0.09625
32.20073127746582,0.07,-0.11125000000000002
32.29122567176819,0.07,-0.12125
32.374215841293335,0.07,-0.13375
32.45915412902832,0.07,-0.14375000000000002
32.53934383392334,0.07,-0.14625
32.627005100250244,0.07,-0.145
32.709407329559326,0.07,-0.1375
32.79374575614929,0.07,-0.12625
32.887569189071655,0.07,-0.11750000000000001
32.970276832580566,0.07,-0.10625000000000001
33.05417513847351,0.07,-0.095
33.1405975818634,0.07,-0.08625000000000001
33.23483395576477,0.07,-0.07375000000000001
33.32428431510925,0.07,-0.0675
33.414992809295654,0.07,-0.057499999999999996
33.50666880607605,0.07,-0.046250000000000006
33.598451137542725,0.07,-0.034999999999999996
33.69002437591553,0.07,-0.026250000000000002
33.78021192550659,0.07,-0.017499999999999998
33.86488676071167,0.07,-0.008749999999999999
33.949493169784546,0.07,-0.0025000000000000005
34.036497354507446,0.07,0.005000000000000001
34.124139070510864,0.07,0.008749999999999999
34.20620679855347,0.07,0.015
34.292486906051636,0.07,0.020000000000000004
34.37867569923401,0.07,0.02125
34.46465468406677,0.07,0.020000000000000004
34.55033802986145,0.07,0.01625
34.632288455963135,0.07,0.008749999999999999
34.72259521484375,0.07,0.0012500000000000002
34.81056571006775,0.07,-0.010000000000000002
34.9052152633667,0.07,-0.02125
35.00375699996948,0.07,-0.03125
35.09919595718384,0.07,-0.037500000000000006
35.18422245979309,0.07,-0.04875
35.267293214797974,0.07,-0.058750000000000004
35.359474658966064,0.07,-0.065
35.448254108428955,0.07,-0.0725
35.5381281375885,0.07,-0.07625
35.6276695728302,0.07,-0.07500000000000001
35.71806287765503,0.07,-0.06999999999999999
35.80692100524902,0.07,-0.058750000000000004
35.895626068115234,0.07,-0.045000000000000005
35.982632875442505,0.07,-0.034999999999999996
36.06585693359375,0.07,-0.017499999999999998
36.148165225982666,0.07,-0.00625
36.231080532073975,0.07,0.011250000000000001
36.31195902824402,0.07,0.022500000000000003
36.40635681152344,0.07,0.03875000000000001
36.50337076187134,0.07,0.05500000000000001
36.58865189552307,0.07,0.065
36.676955699920654,0.06921600341796875,0.07875
36.7648663520813,0.07,0.09125
36.85417103767395,0.06563200283050538,0.1
36.944740295410156,0.06697600555419922,0.11499999999999999
37.034706354141235,0.0,0.0
37.1154100894928,0.0,0.0
37.194188594818115,0.0,0.0
37.28163123130798,0.0,0.0
37.36247968673706,0.0,0.0
37.45731520652771,0.0,0.0
37.53567576408386,0.0,0.0
37.6187469959259,0.0,0.0
37.70450472831726,0.0,0.0
37.79166841506958,0.0,0.0
37.876617193222046,0.0,0.0
37.966893672943115,0.0,0.0
38.050161361694336,0.0,0.0
38.13101935386658,0.0,0.0
38.20808458328247,0.0,0.0
38.28971600532532,0.0,0.0
38.36929392814636,0.0,0.0
38.44777536392212,0.0,0.0
38.527406215667725,0.0,0.0
38.609431743621826,0.0,0.0
38.692907094955444,0.0,0.0
38.78236246109009,0.06826400566101075,0.1125
38.870851278305054,0.06826400566101075,0.10625000000000001
38.95870280265808,0.06731200122833253,0.1025
39.05376410484314,0.06804000186920167,0.0975
39.145084857940674,0.06826400566101075,0.09375
39.228288412094116,0.06966400432586671,0.09250000000000001
39.30903482437134,0.06815200710296632,0.09250000000000001
39.398340940475464,0.06804000186920167,0.09375
39.488752603530884,0.0678160047531128,0.095
39.5719051361084,0.06860000133514405,0.0975
39.65959024429321,0.0672000026702881,0.1
39.74927639961243,0.06860000133514405,0.10125
